,valence_9,ground_truth_9,text_9,valence_22,ground_truth_22,text_22,nr_targets,singly_tokenized
0,0.49474395802125803,1,it 's a charming and often affecting journey . ,0.36323722001984443,1,it 's a charming and often affecting journey . ,1,False
1,-0.3988244105842877,0,unflinchingly bleak and desperate ,-0.4737095892775983,0,unflinchingly bleak and desperate ,1,False
2,0.5348073397149835,1,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,-0.3023105762894827,1,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,1,False
3,0.07927146257333119,1,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",-0.17257780062051184,1,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ",1,False
4,-0.4184409212491793,0,"it 's slow -- very , very slow . ",-0.28978903022750063,0,"it 's slow -- very , very slow . ",1,False
5,0.5646109694923436,1,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",0.3347177185341454,1,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",1,False
6,0.2515248403961774,0,a sometimes tedious film . ,0.12826037360302955,0,a sometimes tedious film . ,1,False
7,-0.27592686142423445,0,or doing last year 's taxes with your ex-wife . ,-0.3457448602039003,0,or doing last year 's taxes with your ex-wife . ,1,False
8,0.6139809264475113,1,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,0.4147344567510839,1,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,1,False
9,-0.09551318338759128,0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",-0.5672343224140274,0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",1,False
10,0.629214950769923,1,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,0.15820036340569216,1,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,1,False
11,0.04366519903680245,0,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",-0.3932385731601678,0,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",1,False
12,-0.5592220623934191,0,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,-0.3337843608915686,0,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,1,False
13,0.5176622208179865,1,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",0.2197931312203324,1,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",1,False
14,0.03762523617350176,0,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,-0.6027591700681952,0,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,1,False
15,0.5540068772261012,1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",0.44704772779997154,1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",1,False
16,0.13931157962611587,1,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,0.15674749575527464,1,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,1,False
17,0.5278535242301977,1,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",0.33953995478944726,1,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1,False
18,-0.3505159026691217,0,... the movie is just a plain old monster . ,-0.42034697014305566,0,... the movie is just a plain old monster . ,1,False
19,0.10160626407016497,0,"in its best moments , resembles a bad high school production of grease , without benefit of song . ",-0.045970034161764685,0,"in its best moments , resembles a bad high school production of grease , without benefit of song . ",1,False
20,-0.00269447488139135,0,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",-0.3217673796872808,0,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",1,False
21,0.2813244696483952,0,the iditarod lasts for days - this just felt like it did . ,-0.2888068063494735,0,the iditarod lasts for days - this just felt like it did . ,1,False
22,0.2912395743342601,0,holden caulfield did it better . ,-0.8191766967044056,0,holden caulfield did it better . ,1,False
23,-0.08473632162293955,1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",-0.06858035860456924,1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",1,False
24,0.5031664689172696,1,seldom has a movie so closely matched the spirit of a man and his work . ,0.4152914946891725,1,seldom has a movie so closely matched the spirit of a man and his work . ,1,False
